Player Name,Current Club,Appearances,Goals,Goals Per Match,Headed Goals,Right Foot Goals,Left Foot Goals,Penalty Goals,Free Kick Goals,Shots,On Target Shots,Shot Accuracy,Hit Woodwork,Big Chances Missed,Wins,Losses,Goal Assists,Total Passes,Passes Per Match,Big Chances Created,Total Cross,Cross Accuracy,Yellow Cards,Red Cards,Fouls,Total Offside,Total Tackles,Tackles Won,Blocked Shots,Interceptions,Total Clearances,Effective Head Clearance,Ball Recovery,Duel Won,Duel Lost,Won Contest,Aerial Won,Aerial Lost,Error Leading To Goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Jason Shackell,Burnley,38.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,7.0,19.0,0.0,1245.0,32.76,0.0,6.0,-1.0,3.0,0.0,23.0,0.0,23.0,74.0,1.0,49.0,436.0,320.0,145.0,227.0,101.0,2.0,170.0,70.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
John Terry,Chelsea,38.0,5.0,0.13,2.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,26.0,3.0,0.0,1604.0,42.21,0.0,2.0,-1.0,2.0,0.0,13.0,1.0,43.0,86.0,3.0,32.0,217.0,131.0,129.0,159.0,56.0,0.0,99.0,37.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kieran Trippier,Burnley,38.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,7.0,19.0,4.0,1681.0,44.24,10.0,341.0,-1.0,2.0,0.0,17.0,2.0,73.0,78.0,5.0,82.0,151.0,93.0,257.0,214.0,163.0,26.0,73.0,52.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Scott Arfield,Burnley,37.0,2.0,0.05,0.0,2.0,0.0,0.0,0.0,44.0,10.0,22.73,1.0,3.0,6.0,19.0,1.0,1361.0,36.78,2.0,19.0,-1.0,6.0,0.0,54.0,3.0,71.0,66.0,14.0,41.0,35.0,21.0,260.0,162.0,290.0,47.0,25.0,65.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Santi Cazorla,Arsenal,37.0,7.0,0.19,0.0,6.0,1.0,6.0,0.0,93.0,33.0,35.48,3.0,3.0,22.0,7.0,11.0,2367.0,63.97,12.0,174.0,-1.0,5.0,0.0,20.0,2.0,59.0,78.0,35.0,41.0,24.0,10.0,251.0,211.0,187.0,87.0,5.0,26.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
José Fonte,Southampton,37.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,17.0,14.0,1.0,1958.0,52.92,1.0,13.0,-1.0,5.0,0.0,28.0,0.0,79.0,72.0,7.0,118.0,200.0,104.0,219.0,154.0,98.0,4.0,60.0,48.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
David de Gea,Manchester United,37.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,8.0,0.0,1034.0,27.95,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,93.0,1.0,7.0,30.0,11.0,21.0,148.0,253.0
Stewart Downing,West Ham United,37.0,6.0,0.16,0.0,1.0,5.0,0.0,0.0,69.0,18.0,26.09,1.0,2.0,12.0,14.0,8.0,1477.0,39.92,7.0,287.0,-1.0,3.0,0.0,11.0,4.0,27.0,78.0,29.0,22.0,32.0,11.0,156.0,82.0,106.0,23.0,5.0,19.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lukasz Fabianski,Swansea City,37.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,13.0,0.0,1040.0,28.11,-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,137.0,0.0,29.0,88.0,8.0,18.0,230.0,311.0
Jordan Henderson,Liverpool,37.0,6.0,0.16,0.0,6.0,0.0,1.0,0.0,50.0,14.0,28.0,0.0,1.0,18.0,11.0,9.0,2181.0,58.95,9.0,101.0,-1.0,6.0,0.0,32.0,4.0,85.0,72.0,16.0,32.0,61.0,31.0,204.0,152.0,144.0,10.0,39.0,40.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Phil Jagielka,Everton,37.0,4.0,0.11,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,12.0,14.0,0.0,1965.0,53.11,0.0,8.0,-1.0,1.0,0.0,19.0,0.0,51.0,84.0,2.0,57.0,371.0,223.0,223.0,194.0,103.0,7.0,107.0,59.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daryl Janmaat,Newcastle United,37.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,10.0,19.0,6.0,1410.0,38.11,7.0,117.0,-1.0,6.0,1.0,31.0,2.0,103.0,75.0,11.0,78.0,96.0,46.0,179.0,183.0,149.0,28.0,34.0,40.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wes Morgan,Leicester City,37.0,2.0,0.05,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,18.0,2.0,913.0,24.68,1.0,6.0,-1.0,1.0,1.0,29.0,0.0,56.0,80.0,5.0,96.0,256.0,180.0,163.0,227.0,124.0,17.0,141.0,84.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
John O'Shea,Sunderland,37.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,6.0,14.0,0.0,1347.0,36.41,0.0,3.0,-1.0,4.0,0.0,28.0,1.0,49.0,71.0,5.0,73.0,182.0,107.0,165.0,150.0,91.0,10.0,77.0,48.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jason Puncheon,Crystal Palace,37.0,6.0,0.16,0.0,1.0,5.0,0.0,3.0,65.0,20.0,30.77,2.0,2.0,13.0,15.0,7.0,1142.0,30.86,5.0,199.0,-1.0,7.0,1.0,46.0,4.0,66.0,68.0,19.0,39.0,22.0,5.0,265.0,160.0,253.0,58.0,13.0,21.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Leonardo Ulloa,Leicester City,37.0,11.0,0.3,3.0,6.0,1.0,2.0,0.0,49.0,18.0,36.73,2.0,10.0,11.0,19.0,3.0,899.0,24.3,4.0,23.0,-1.0,3.0,0.0,67.0,12.0,51.0,-1.0,7.0,15.0,38.0,31.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Joel Ward,Crystal Palace,37.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,13.0,15.0,0.0,1183.0,31.97,0.0,87.0,-1.0,4.0,0.0,38.0,0.0,95.0,84.0,6.0,61.0,180.0,110.0,206.0,261.0,163.0,16.0,104.0,47.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ashley Williams,Swansea City,37.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,16.0,13.0,0.0,1812.0,48.97,0.0,0.0,-1.0,6.0,0.0,29.0,2.0,43.0,72.0,4.0,101.0,372.0,187.0,176.0,141.0,110.0,4.0,83.0,61.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Willian,Chelsea,36.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,55.0,17.0,30.91,4.0,2.0,25.0,2.0,3.0,1370.0,38.06,7.0,101.0,-1.0,3.0,0.0,27.0,4.0,36.0,-1.0,11.0,13.0,7.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
George Boyd,Hull City,36.0,5.0,0.14,0.0,1.0,4.0,0.0,0.0,49.0,13.0,26.53,2.0,2.0,7.0,17.0,2.0,655.0,18.19,3.0,72.0,-1.0,7.0,0.0,40.0,13.0,114.0,-1.0,21.0,52.0,58.0,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gary Cahill,Chelsea,36.0,1.0,0.03,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,25.0,3.0,0.0,1320.0,36.67,3.0,3.0,-1.0,5.0,0.0,23.0,0.0,34.0,68.0,6.0,27.0,221.0,134.0,116.0,171.0,79.0,3.0,119.0,42.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Green,Queens Park Rangers,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,22.0,0.0,1058.0,29.39,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,132.0,2.0,18.0,48.0,11.0,36.0,115.0,341.0
Joe Hart,Manchester City,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,7.0,0.0,804.0,22.33,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,87.0,1.0,30.0,46.0,11.0,30.0,160.0,228.0
David Jones,Burnley,36.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,7.0,18.0,0.0,1525.0,42.36,1.0,35.0,-1.0,0.0,0.0,28.0,0.0,51.0,73.0,11.0,81.0,49.0,18.0,219.0,105.0,109.0,12.0,26.0,32.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Sebastian Larsson,Sunderland,36.0,3.0,0.08,0.0,3.0,0.0,0.0,2.0,45.0,16.0,35.56,0.0,0.0,7.0,13.0,3.0,1386.0,38.5,2.0,167.0,-1.0,10.0,0.0,51.0,3.0,84.0,74.0,17.0,40.0,45.0,22.0,199.0,173.0,168.0,21.0,20.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Romelu Lukaku,Everton,36.0,10.0,0.28,1.0,3.0,6.0,2.0,0.0,105.0,42.0,40.0,2.0,12.0,11.0,15.0,5.0,935.0,25.97,2.0,39.0,-1.0,1.0,0.0,29.0,36.0,11.0,-1.0,29.0,2.0,8.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nemanja Matic,Chelsea,36.0,1.0,0.03,0.0,0.0,1.0,0.0,0.0,29.0,10.0,34.48,0.0,3.0,25.0,2.0,3.0,2298.0,63.83,2.0,25.0,-1.0,10.0,1.0,47.0,7.0,129.0,78.0,6.0,72.0,116.0,79.0,312.0,278.0,222.0,52.0,76.0,43.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Simon Mignolet,Liverpool,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,11.0,0.0,897.0,24.92,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,89.0,2.0,41.0,33.0,17.0,27.0,186.0,271.0
Ayoze Pérez,Newcastle United,36.0,7.0,0.19,2.0,3.0,2.0,0.0,0.0,61.0,25.0,40.98,2.0,4.0,9.0,18.0,0.0,566.0,15.72,4.0,52.0,-1.0,0.0,0.0,32.0,12.0,38.0,-1.0,14.0,27.0,21.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Julian Speroni,Crystal Palace,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,16.0,0.0,897.0,24.92,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,90.0,2.0,9.0,65.0,15.0,57.0,56.0,320.0
Connor Wickham,Sunderland,36.0,5.0,0.14,2.0,3.0,0.0,0.0,0.0,83.0,24.0,28.92,3.0,3.0,7.0,13.0,1.0,908.0,25.22,2.0,63.0,-1.0,8.0,0.0,58.0,9.0,51.0,-1.0,27.0,29.0,59.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Charlie Austin,Queens Park Rangers,35.0,18.0,0.51,5.0,11.0,2.0,3.0,0.0,130.0,53.0,40.77,2.0,16.0,7.0,22.0,5.0,754.0,21.54,3.0,40.0,-1.0,4.0,1.0,36.0,35.0,23.0,-1.0,51.0,10.0,41.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ashley Barnes,Burnley,35.0,5.0,0.14,2.0,3.0,0.0,0.0,0.0,66.0,21.0,31.82,4.0,3.0,7.0,17.0,2.0,748.0,21.37,0.0,28.0,-1.0,4.0,1.0,74.0,10.0,23.0,-1.0,14.0,19.0,36.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Asmir Begovic,Stoke City,35.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,13.0,0.0,967.0,27.63,-1.0,-1.0,-1.0,3.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,86.0,0.0,10.0,63.0,15.0,42.0,169.0,306.0
Steven Caulker,Queens Park Rangers,35.0,1.0,0.03,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,8.0,21.0,0.0,880.0,25.14,1.0,3.0,-1.0,1.0,0.0,15.0,0.0,38.0,79.0,5.0,69.0,345.0,229.0,112.0,198.0,149.0,8.0,146.0,107.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nacer Chadli,Tottenham Hotspur,35.0,11.0,0.31,1.0,8.0,2.0,0.0,0.0,54.0,22.0,40.74,2.0,5.0,16.0,12.0,5.0,1066.0,30.46,4.0,45.0,-1.0,3.0,0.0,26.0,10.0,27.0,85.0,14.0,13.0,17.0,12.0,123.0,124.0,173.0,43.0,29.0,39.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nathaniel Clyne,Southampton,35.0,2.0,0.06,0.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,16.0,14.0,0.0,1503.0,42.94,3.0,116.0,-1.0,4.0,0.0,19.0,0.0,115.0,64.0,5.0,63.0,77.0,21.0,195.0,180.0,113.0,27.0,14.0,27.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jack Colback,Newcastle United,35.0,4.0,0.11,0.0,0.0,4.0,0.0,0.0,27.0,10.0,37.04,1.0,1.0,9.0,18.0,6.0,1443.0,41.23,4.0,97.0,-1.0,12.0,0.0,57.0,1.0,101.0,75.0,5.0,68.0,42.0,23.0,189.0,186.0,171.0,12.0,18.0,31.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Séamus Coleman,Everton,35.0,3.0,0.09,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,12.0,13.0,2.0,1255.0,35.86,4.0,99.0,-1.0,5.0,0.0,22.0,4.0,53.0,79.0,5.0,39.0,91.0,52.0,162.0,150.0,142.0,49.0,21.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Philippe Coutinho,Liverpool,35.0,5.0,0.14,0.0,5.0,0.0,0.0,0.0,103.0,34.0,33.01,2.0,1.0,16.0,11.0,5.0,1601.0,45.74,7.0,89.0,-1.0,3.0,0.0,26.0,7.0,61.0,80.0,39.0,17.0,13.0,4.0,184.0,222.0,253.0,109.0,6.0,37.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steven Davis,Southampton,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,16.67,2.0,4.0,17.0,13.0,2.0,1702.0,48.63,3.0,98.0,-1.0,3.0,0.0,16.0,4.0,65.0,85.0,7.0,37.0,50.0,29.0,219.0,101.0,144.0,12.0,10.0,34.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Craig Gardner,West Bromwich Albion,35.0,3.0,0.09,0.0,3.0,0.0,0.0,0.0,56.0,18.0,32.14,2.0,2.0,11.0,15.0,4.0,1072.0,30.63,3.0,64.0,-1.0,10.0,0.0,57.0,5.0,94.0,71.0,14.0,57.0,57.0,29.0,157.0,194.0,184.0,14.0,49.0,47.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Danny Ings,Burnley,35.0,11.0,0.31,4.0,4.0,3.0,1.0,0.0,97.0,33.0,34.02,3.0,7.0,7.0,18.0,4.0,715.0,20.43,6.0,44.0,-1.0,6.0,0.0,23.0,19.0,28.0,-1.0,22.0,20.0,11.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jake Livermore,Hull City,35.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,34.0,11.0,32.35,1.0,0.0,7.0,18.0,1.0,1523.0,43.51,1.0,8.0,-1.0,10.0,0.0,53.0,1.0,96.0,76.0,6.0,60.0,25.0,9.0,202.0,139.0,161.0,11.0,20.0,37.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hugo Lloris,Tottenham Hotspur,35.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,11.0,0.0,913.0,26.09,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,107.0,1.0,27.0,42.0,18.0,25.0,148.0,278.0
Per Mertesacker,Arsenal,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,19.0,7.0,1.0,1776.0,50.74,0.0,3.0,-1.0,2.0,0.0,8.0,0.0,27.0,74.0,3.0,72.0,194.0,109.0,212.0,156.0,65.0,8.0,112.0,46.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jesús Navas,Manchester City,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,22.0,6.0,8.0,1338.0,38.23,8.0,242.0,-1.0,3.0,0.0,22.0,8.0,35.0,71.0,13.0,19.0,8.0,6.0,177.0,114.0,132.0,37.0,15.0,38.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Alexis Sánchez,Arsenal,35.0,16.0,0.46,2.0,14.0,0.0,0.0,2.0,121.0,49.0,40.5,1.0,7.0,20.0,6.0,8.0,1469.0,41.97,13.0,145.0,-1.0,4.0,0.0,44.0,8.0,69.0,-1.0,42.0,41.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Raheem Sterling,Liverpool,35.0,7.0,0.2,0.0,5.0,2.0,0.0,0.0,84.0,33.0,39.29,2.0,8.0,16.0,11.0,7.0,1133.0,32.37,3.0,81.0,-1.0,5.0,0.0,45.0,16.0,37.0,-1.0,22.0,17.0,13.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gabriel Agbonlahor,Aston Villa,34.0,6.0,0.18,0.0,4.0,2.0,0.0,0.0,53.0,17.0,32.08,1.0,5.0,9.0,18.0,1.0,601.0,17.68,2.0,36.0,-1.0,7.0,1.0,41.0,13.0,16.0,-1.0,15.0,8.0,17.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ryan Bertrand,Chelsea,34.0,2.0,0.06,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,17.0,13.0,2.0,1397.0,41.09,8.0,120.0,-1.0,3.0,1.0,29.0,2.0,45.0,76.0,4.0,68.0,49.0,29.0,151.0,159.0,126.0,22.0,54.0,38.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
