Player Name,Current Club,Appearances,Goals,Goals Per Match,Headed Goals,Right Foot Goals,Left Foot Goals,Penalty Goals,Free Kick Goals,Shots,On Target Shots,Shot Accuracy,Hit Woodwork,Big Chances Missed,Wins,Losses,Goal Assists,Total Passes,Passes Per Match,Big Chances Created,Total Cross,Cross Accuracy,Yellow Cards,Red Cards,Fouls,Total Offside,Total Tackles,Tackles Won,Blocked Shots,Interceptions,Total Clearances,Effective Head Clearance,Ball Recovery,Duel Won,Duel Lost,Won Contest,Aerial Won,Aerial Lost,Error Leading To Goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Robin van Persie,Manchester United,38.0,26.0,0.68,2.0,6.0,18.0,3.0,1.0,141.0,65.0,46.1,7.0,23.0,28.0,5.0,9.0,1022.0,26.89,15.0,179.0,-1.0,6.0,0.0,37.0,46.0,24.0,-1.0,23.0,14.0,44.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jonathan Walters,Stoke City,38.0,8.0,0.21,1.0,7.0,0.0,3.0,0.0,59.0,20.0,33.9,3.0,8.0,9.0,14.0,1.0,1011.0,26.61,2.0,73.0,-1.0,4.0,0.0,44.0,20.0,36.0,-1.0,13.0,25.0,48.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ben Davies,Swansea City,37.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,10.0,14.0,2.0,1525.0,41.22,1.0,107.0,-1.0,5.0,0.0,29.0,1.0,92.0,73.0,4.0,65.0,167.0,51.0,109.0,200.0,167.0,19.0,57.0,70.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jonathan de Guzmán,Swansea City (Loan),37.0,5.0,0.14,0.0,5.0,0.0,0.0,1.0,54.0,16.0,29.63,1.0,3.0,11.0,13.0,6.0,2008.0,54.27,5.0,236.0,-1.0,6.0,0.0,33.0,1.0,45.0,87.0,9.0,48.0,22.0,2.0,160.0,114.0,144.0,15.0,8.0,36.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nathan Dyer,Swansea City,37.0,3.0,0.08,0.0,2.0,1.0,0.0,0.0,51.0,17.0,33.33,1.0,7.0,10.0,14.0,4.0,1217.0,32.89,6.0,56.0,-1.0,3.0,1.0,29.0,2.0,47.0,83.0,9.0,27.0,10.0,1.0,160.0,146.0,193.0,26.0,3.0,28.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nikica Jelavic,Everton,37.0,7.0,0.19,2.0,2.0,3.0,0.0,0.0,85.0,32.0,37.65,2.0,18.0,15.0,7.0,2.0,488.0,13.19,3.0,49.0,-1.0,4.0,0.0,42.0,46.0,15.0,-1.0,12.0,5.0,30.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Bradley Johnson,Norwich City,37.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,41.0,10.0,24.39,1.0,2.0,10.0,13.0,2.0,1663.0,44.95,1.0,20.0,-1.0,10.0,0.0,69.0,0.0,93.0,80.0,11.0,86.0,89.0,19.0,174.0,219.0,198.0,14.0,78.0,34.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Matthew Lowton,Aston Villa,37.0,2.0,0.05,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,10.0,16.0,3.0,1365.0,36.89,5.0,81.0,-1.0,10.0,0.0,32.0,0.0,105.0,69.0,3.0,111.0,195.0,37.0,135.0,190.0,132.0,29.0,36.0,30.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ryan Shawcross,Stoke City,37.0,1.0,0.03,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,9.0,14.0,1.0,905.0,24.46,0.0,7.0,-1.0,9.0,0.0,35.0,5.0,56.0,71.0,1.0,46.0,256.0,86.0,87.0,174.0,114.0,4.0,96.0,60.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Snodgrass,Norwich City,37.0,6.0,0.16,1.0,0.0,5.0,0.0,3.0,78.0,30.0,38.46,1.0,7.0,10.0,13.0,6.0,1110.0,30.0,16.0,292.0,-1.0,8.0,0.0,47.0,10.0,99.0,80.0,24.0,42.0,25.0,2.0,133.0,261.0,302.0,46.0,29.0,63.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ashley Williams,Swansea City,37.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,13.0,0.0,1916.0,51.78,2.0,0.0,-1.0,7.0,0.0,39.0,3.0,43.0,72.0,5.0,110.0,381.0,111.0,147.0,137.0,109.0,2.0,79.0,60.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Emmerson Boyce,Wigan Athletic,36.0,4.0,0.11,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,9.0,19.0,0.0,1286.0,35.72,1.0,55.0,-1.0,5.0,0.0,24.0,0.0,74.0,73.0,5.0,76.0,106.0,25.0,113.0,196.0,124.0,18.0,85.0,44.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michael Carrick,Manchester United,36.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,18.0,5.0,27.78,2.0,0.0,27.0,4.0,4.0,2774.0,77.06,5.0,18.0,-1.0,3.0,0.0,30.0,0.0,83.0,70.0,6.0,76.0,55.0,17.0,265.0,140.0,118.0,8.0,17.0,14.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Petr Cech,Chelsea,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,6.0,0.0,733.0,20.36,-1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,122.0,0.0,28.0,49.0,43.0,11.0,193.0,268.0
Papiss Cissé,Newcastle United,36.0,8.0,0.22,1.0,3.0,3.0,0.0,0.0,86.0,31.0,36.05,3.0,18.0,11.0,18.0,2.0,836.0,23.22,3.0,29.0,-1.0,6.0,0.0,61.0,45.0,37.0,-1.0,10.0,26.0,23.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steven Gerrard,Liverpool,36.0,9.0,0.25,1.0,7.0,1.0,4.0,0.0,93.0,32.0,34.41,1.0,5.0,14.0,9.0,9.0,2387.0,66.31,4.0,212.0,-1.0,5.0,0.0,36.0,3.0,88.0,75.0,34.0,51.0,60.0,17.0,216.0,162.0,131.0,19.0,38.0,26.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Brad Guzan,Aston Villa,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,15.0,0.0,791.0,21.97,-1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,114.0,1.0,25.0,97.0,17.0,16.0,146.0,389.0
Tim Howard,Everton,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,7.0,0.0,649.0,18.03,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,90.0,0.0,23.0,55.0,9.0,26.0,236.0,305.0
Phil Jagielka,Everton,36.0,2.0,0.06,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,15.0,6.0,1.0,1468.0,40.78,2.0,28.0,-1.0,1.0,0.0,12.0,0.0,63.0,68.0,6.0,82.0,250.0,76.0,174.0,185.0,79.0,2.0,87.0,50.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Glen Johnson,Liverpool,36.0,1.0,0.03,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,16.0,9.0,4.0,1740.0,48.33,6.0,87.0,-1.0,7.0,0.0,30.0,5.0,90.0,81.0,15.0,56.0,119.0,36.0,216.0,241.0,217.0,61.0,66.0,49.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shaun Maloney,Wigan Athletic,36.0,6.0,0.17,0.0,6.0,0.0,1.0,2.0,56.0,27.0,48.21,2.0,3.0,9.0,18.0,8.0,1593.0,44.25,12.0,115.0,-1.0,6.0,0.0,34.0,9.0,42.0,83.0,11.0,40.0,18.0,3.0,125.0,160.0,195.0,23.0,6.0,41.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gareth McAuley,West Bromwich Albion,36.0,3.0,0.08,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,13.0,16.0,2.0,947.0,26.31,2.0,1.0,-1.0,3.0,0.0,20.0,0.0,37.0,73.0,5.0,32.0,285.0,98.0,99.0,195.0,96.0,6.0,127.0,57.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
James McClean,Sunderland,36.0,2.0,0.06,0.0,0.0,2.0,0.0,0.0,34.0,12.0,35.29,0.0,4.0,9.0,15.0,3.0,725.0,20.14,1.0,128.0,-1.0,4.0,0.0,38.0,1.0,84.0,77.0,6.0,34.0,25.0,6.0,118.0,176.0,261.0,32.0,32.0,70.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jonas Olsson,West Bromwich Albion,36.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,14.0,15.0,0.0,1226.0,34.06,1.0,2.0,-1.0,5.0,0.0,31.0,2.0,29.0,72.0,0.0,25.0,254.0,76.0,81.0,140.0,107.0,4.0,83.0,65.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Leon Osman,Everton,36.0,5.0,0.14,1.0,2.0,2.0,0.0,0.0,76.0,24.0,31.58,1.0,6.0,16.0,6.0,2.0,1788.0,49.67,1.0,34.0,-1.0,9.0,0.0,44.0,0.0,85.0,78.0,21.0,82.0,83.0,25.0,212.0,238.0,214.0,28.0,58.0,43.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Aaron Ramsey,Arsenal,36.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,46.0,12.0,26.09,2.0,2.0,20.0,6.0,2.0,1934.0,53.72,6.0,44.0,-1.0,5.0,0.0,48.0,0.0,71.0,90.0,16.0,44.0,26.0,5.0,168.0,151.0,182.0,34.0,14.0,23.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Winston Reid,West Ham United,36.0,1.0,0.03,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,12.0,16.0,0.0,860.0,23.89,1.0,5.0,-1.0,8.0,0.0,41.0,0.0,70.0,77.0,2.0,73.0,321.0,97.0,122.0,196.0,118.0,0.0,86.0,53.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wayne Routledge,Swansea City,36.0,5.0,0.14,0.0,5.0,0.0,0.0,0.0,30.0,17.0,56.67,0.0,2.0,10.0,14.0,4.0,1174.0,32.61,9.0,80.0,-1.0,0.0,0.0,37.0,8.0,38.0,74.0,7.0,14.0,16.0,2.0,146.0,112.0,196.0,30.0,8.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Morgan Schneiderlin,Southampton,36.0,5.0,0.14,2.0,2.0,1.0,0.0,0.0,29.0,6.0,20.69,0.0,2.0,9.0,13.0,0.0,1874.0,52.06,2.0,46.0,-1.0,9.0,0.0,65.0,1.0,146.0,74.0,8.0,139.0,79.0,10.0,251.0,249.0,175.0,14.0,58.0,41.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mark Schwarzer,Fulham,36.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,16.0,0.0,812.0,22.56,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,137.0,3.0,24.0,54.0,7.0,17.0,183.0,364.0
Fernando Torres,Chelsea,36.0,8.0,0.22,2.0,6.0,0.0,1.0,0.0,68.0,29.0,42.65,1.0,9.0,20.0,7.0,6.0,656.0,18.22,4.0,39.0,-1.0,4.0,1.0,52.0,29.0,32.0,-1.0,16.0,10.0,32.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kyle Walker,Tottenham Hotspur,36.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,20.0,7.0,4.0,1599.0,44.42,1.0,126.0,-1.0,5.0,0.0,28.0,2.0,83.0,81.0,11.0,87.0,184.0,45.0,183.0,180.0,148.0,25.0,49.0,47.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daniel Agger,Liverpool,35.0,3.0,0.09,3.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,14.0,9.0,0.0,1744.0,49.83,1.0,6.0,-1.0,3.0,1.0,25.0,1.0,36.0,72.0,10.0,63.0,196.0,53.0,148.0,196.0,117.0,10.0,115.0,73.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Geoff Cameron,Stoke City,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,9.0,13.0,1.0,911.0,26.03,3.0,80.0,-1.0,5.0,0.0,29.0,1.0,112.0,79.0,3.0,72.0,89.0,28.0,157.0,195.0,129.0,20.0,53.0,23.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jack Colback,Sunderland,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.27,1.0,0.0,9.0,15.0,0.0,1114.0,31.83,0.0,35.0,-1.0,4.0,0.0,35.0,0.0,88.0,81.0,3.0,69.0,55.0,16.0,143.0,159.0,129.0,7.0,17.0,34.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Franco Di Santo,Wigan Athletic,35.0,5.0,0.14,0.0,5.0,0.0,0.0,0.0,65.0,23.0,35.38,0.0,6.0,8.0,19.0,2.0,602.0,17.2,4.0,60.0,-1.0,5.0,0.0,45.0,10.0,21.0,-1.0,18.0,10.0,13.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Brede Hangeland,Fulham,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,11.0,15.0,0.0,1530.0,43.71,0.0,0.0,-1.0,2.0,1.0,29.0,0.0,48.0,85.0,3.0,87.0,337.0,121.0,155.0,202.0,109.0,18.0,126.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Huth,Stoke City,35.0,1.0,0.03,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,9.0,12.0,0.0,684.0,19.54,0.0,1.0,-1.0,5.0,0.0,46.0,1.0,66.0,74.0,7.0,48.0,279.0,88.0,89.0,193.0,102.0,4.0,100.0,40.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Adam Johnson,Manchester City,35.0,5.0,0.14,0.0,0.0,5.0,0.0,0.0,45.0,15.0,33.33,0.0,1.0,9.0,17.0,6.0,960.0,27.43,7.0,233.0,-1.0,3.0,0.0,15.0,8.0,33.0,79.0,12.0,23.0,12.0,0.0,111.0,109.0,163.0,32.0,5.0,17.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Romelu Lukaku,Chelsea,35.0,17.0,0.49,4.0,5.0,7.0,2.0,0.0,97.0,47.0,48.45,6.0,15.0,12.0,16.0,4.0,570.0,16.29,4.0,59.0,-1.0,3.0,0.0,22.0,42.0,7.0,-1.0,18.0,3.0,9.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Juan Mata,Chelsea,35.0,12.0,0.34,0.0,1.0,11.0,0.0,2.0,70.0,24.0,34.29,1.0,8.0,22.0,6.0,12.0,1838.0,52.51,14.0,222.0,-1.0,3.0,0.0,15.0,19.0,25.0,56.0,24.0,21.0,2.0,0.0,180.0,83.0,147.0,21.0,2.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
James Morrison,West Bromwich Albion,35.0,5.0,0.14,2.0,3.0,0.0,1.0,0.0,52.0,17.0,32.69,1.0,5.0,13.0,15.0,5.0,1346.0,38.46,9.0,98.0,-1.0,4.0,0.0,16.0,1.0,54.0,78.0,10.0,33.0,15.0,1.0,176.0,120.0,153.0,20.0,16.0,21.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kevin Nolan,West Ham United,35.0,10.0,0.29,1.0,6.0,3.0,0.0,0.0,78.0,32.0,41.03,1.0,10.0,10.0,15.0,2.0,1018.0,29.09,4.0,36.0,-1.0,6.0,0.0,64.0,16.0,59.0,69.0,23.0,31.0,44.0,9.0,156.0,96.0,192.0,4.0,18.0,41.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steven Nzonzi,Stoke City,35.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,18.0,7.0,38.89,1.0,0.0,9.0,14.0,0.0,1546.0,44.17,0.0,16.0,-1.0,9.0,1.0,40.0,1.0,70.0,84.0,4.0,32.0,36.0,16.0,259.0,230.0,149.0,19.0,109.0,47.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Michu,Swansea City,35.0,18.0,0.51,6.0,3.0,9.0,0.0,0.0,110.0,34.0,30.91,5.0,14.0,9.0,13.0,2.0,1120.0,32.0,8.0,10.0,-1.0,6.0,0.0,48.0,21.0,45.0,-1.0,22.0,30.0,38.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steven Pienaar,Everton,35.0,6.0,0.17,1.0,3.0,1.0,0.0,0.0,62.0,19.0,30.65,1.0,4.0,15.0,7.0,6.0,1623.0,46.37,8.0,95.0,-1.0,5.0,2.0,45.0,4.0,67.0,67.0,21.0,70.0,14.0,3.0,203.0,193.0,212.0,23.0,17.0,28.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Sascha Riether,Fulham (Loan),35.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,11.0,15.0,4.0,1577.0,45.06,6.0,112.0,-1.0,4.0,0.0,21.0,0.0,57.0,81.0,1.0,56.0,123.0,26.0,155.0,105.0,61.0,11.0,21.0,16.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jay Rodríguez,Southampton,35.0,6.0,0.17,0.0,4.0,2.0,0.0,0.0,89.0,32.0,35.96,2.0,7.0,8.0,14.0,5.0,596.0,17.03,4.0,41.0,-1.0,4.0,0.0,37.0,19.0,35.0,-1.0,20.0,31.0,18.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ramires,Chelsea,35.0,5.0,0.14,1.0,4.0,0.0,0.0,0.0,35.0,12.0,34.29,1.0,1.0,19.0,7.0,1.0,1294.0,36.97,1.0,17.0,-1.0,8.0,1.0,53.0,1.0,112.0,76.0,10.0,55.0,47.0,19.0,157.0,225.0,182.0,27.0,40.0,32.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Stéphane Sessègnon,Sunderland,35.0,7.0,0.2,0.0,6.0,1.0,0.0,0.0,59.0,22.0,37.29,0.0,3.0,9.0,16.0,3.0,918.0,26.23,4.0,55.0,-1.0,1.0,1.0,41.0,12.0,20.0,85.0,14.0,11.0,6.0,0.0,97.0,185.0,263.0,59.0,17.0,63.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mikel Arteta,Arsenal,34.0,6.0,0.18,0.0,5.0,1.0,5.0,0.0,19.0,8.0,42.11,1.0,2.0,20.0,5.0,3.0,2750.0,80.88,5.0,25.0,-1.0,6.0,0.0,74.0,1.0,108.0,69.0,5.0,97.0,46.0,13.0,233.0,211.0,166.0,19.0,35.0,32.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Demba Ba,Newcastle United,34.0,15.0,0.44,3.0,10.0,2.0,1.0,1.0,135.0,54.0,40.0,1.0,13.0,15.0,12.0,0.0,680.0,20.0,5.0,26.0,-1.0,0.0,0.0,32.0,15.0,7.0,-1.0,36.0,8.0,21.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
