Player Name,Current Club,Appearances,Goals,Goals Per Match,Headed Goals,Right Foot Goals,Left Foot Goals,Penalty Goals,Free Kick Goals,Shots,On Target Shots,Shot Accuracy,Hit Woodwork,Big Chances Missed,Wins,Losses,Goal Assists,Total Passes,Passes Per Match,Big Chances Created,Total Cross,Cross Accuracy,Yellow Cards,Red Cards,Fouls,Total Offside,Total Tackles,Tackles Won,Blocked Shots,Interceptions,Total Clearances,Effective Head Clearance,Ball Recovery,Duel Won,Duel Lost,Won Contest,Aerial Won,Aerial Lost,Error Leading To Goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper Clearances,Throw Outs,Goal Kicks
Juan Mata,Manchester United,38.0,6.0,0.16,0.0,1.0,5.0,1.0,1.0,57.0,22.0,38.6,1.0,1.0,19.0,10.0,5.0,1803.0,47.45,7.0,98.0,-1.0,4.0,1.0,22.0,9.0,30.0,73.0,18.0,23.0,19.0,2.0,185.0,93.0,150.0,30.0,4.0,14.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Wes Morgan,Leicester City,38.0,2.0,0.05,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,23.0,3.0,0.0,818.0,21.53,0.0,0.0,-1.0,3.0,0.0,27.0,0.0,51.0,67.0,6.0,95.0,216.0,110.0,135.0,167.0,101.0,10.0,93.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Kasper Schmeichel,Leicester City,38.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,3.0,0.0,1146.0,30.16,-1.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,99.0,0.0,22.0,47.0,15.0,46.0,82.0,324.0
Andrew Surman,Bournemouth,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,11.0,18.0,3.0,2287.0,60.18,0.0,9.0,-1.0,4.0,0.0,26.0,0.0,51.0,67.0,10.0,109.0,63.0,31.0,240.0,134.0,149.0,16.0,48.0,57.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Georginio Wijnaldum,Newcastle United,38.0,11.0,0.29,4.0,7.0,0.0,1.0,0.0,54.0,29.0,53.7,0.0,7.0,9.0,19.0,5.0,1252.0,32.95,5.0,34.0,-1.0,1.0,0.0,16.0,5.0,38.0,84.0,13.0,27.0,16.0,10.0,228.0,164.0,177.0,50.0,25.0,43.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
César Azpilicueta,Chelsea,37.0,2.0,0.05,0.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,12.0,11.0,3.0,1798.0,48.59,3.0,57.0,-1.0,7.0,0.0,39.0,1.0,114.0,75.0,2.0,86.0,102.0,32.0,210.0,182.0,124.0,6.0,46.0,39.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Aaron Cresswell,West Ham United,37.0,2.0,0.05,0.0,0.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,15.0,8.0,4.0,1377.0,37.22,4.0,121.0,-1.0,1.0,0.0,22.0,1.0,38.0,61.0,10.0,70.0,88.0,41.0,168.0,121.0,109.0,12.0,40.0,34.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
José Fonte,Southampton,37.0,2.0,0.05,2.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,17.0,11.0,1.0,1622.0,43.84,1.0,9.0,-1.0,4.0,1.0,21.0,1.0,53.0,66.0,2.0,81.0,224.0,82.0,163.0,154.0,85.0,2.0,91.0,42.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Charlie Daniels,Bournemouth,37.0,3.0,0.08,0.0,0.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,17.0,5.0,1692.0,45.73,3.0,127.0,-1.0,2.0,0.0,10.0,2.0,75.0,83.0,5.0,53.0,76.0,33.0,203.0,176.0,110.0,57.0,26.0,21.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Eric Dier,Tottenham Hotspur,37.0,3.0,0.08,2.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,19.0,6.0,2.0,2084.0,56.32,3.0,19.0,-1.0,10.0,0.0,52.0,0.0,80.0,80.0,9.0,80.0,70.0,43.0,151.0,197.0,185.0,8.0,88.0,68.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Lukasz Fabianski,Swansea City,37.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,15.0,1.0,1000.0,27.03,-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,115.0,0.0,34.0,81.0,15.0,20.0,204.0,300.0
Cesc Fàbregas,Chelsea,37.0,5.0,0.14,0.0,5.0,0.0,2.0,1.0,45.0,19.0,42.22,0.0,1.0,12.0,12.0,7.0,2829.0,76.46,13.0,105.0,-1.0,5.0,0.0,38.0,4.0,103.0,73.0,12.0,23.0,19.0,9.0,253.0,190.0,178.0,23.0,22.0,19.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Odion Ighalo,Watford,37.0,15.0,0.41,1.0,11.0,3.0,0.0,0.0,109.0,48.0,44.04,2.0,17.0,12.0,16.0,3.0,722.0,19.51,1.0,15.0,-1.0,4.0,0.0,47.0,27.0,27.0,-1.0,24.0,15.0,27.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
N'Golo Kanté,Leicester City,37.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,21.0,5.0,23.81,0.0,0.0,23.0,3.0,4.0,1449.0,39.16,4.0,17.0,-1.0,3.0,0.0,43.0,0.0,175.0,71.0,3.0,156.0,57.0,27.0,326.0,277.0,217.0,47.0,38.0,57.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hugo Lloris,Tottenham Hotspur U21,37.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,5.0,0.0,1047.0,28.3,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,88.0,0.0,27.0,35.0,16.0,40.0,162.0,247.0
Romelu Lukaku,Everton,37.0,18.0,0.49,4.0,4.0,10.0,1.0,0.0,118.0,48.0,40.68,7.0,18.0,11.0,13.0,6.0,1098.0,29.68,8.0,31.0,-1.0,3.0,0.0,30.0,16.0,13.0,-1.0,32.0,0.0,5.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Yann M'Vila,Sunderland (Loan),37.0,1.0,0.03,0.0,1.0,0.0,0.0,1.0,29.0,5.0,17.24,0.0,0.0,9.0,16.0,4.0,1679.0,45.38,5.0,83.0,-1.0,1.0,0.0,18.0,0.0,99.0,70.0,10.0,86.0,110.0,31.0,287.0,200.0,125.0,15.0,45.0,28.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Riyad Mahrez,Leicester City,37.0,17.0,0.46,1.0,2.0,13.0,4.0,0.0,86.0,39.0,45.35,2.0,5.0,22.0,3.0,11.0,1034.0,27.95,20.0,114.0,-1.0,1.0,0.0,19.0,4.0,53.0,-1.0,25.0,38.0,14.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Sadio Mané,Southampton,37.0,11.0,0.3,1.0,6.0,4.0,0.0,0.0,86.0,34.0,39.53,1.0,12.0,17.0,11.0,6.0,964.0,26.05,9.0,68.0,-1.0,4.0,2.0,44.0,27.0,54.0,-1.0,21.0,35.0,14.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nacho Monreal,Arsenal,37.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,20.0,7.0,3.0,1844.0,49.84,2.0,99.0,-1.0,1.0,0.0,28.0,2.0,80.0,70.0,1.0,105.0,114.0,50.0,236.0,205.0,129.0,15.0,69.0,54.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mark Noble,West Ham United,37.0,7.0,0.19,0.0,7.0,0.0,3.0,0.0,34.0,12.0,35.29,1.0,0.0,16.0,8.0,4.0,1923.0,51.97,3.0,29.0,-1.0,8.0,1.0,36.0,6.0,103.0,72.0,7.0,83.0,19.0,7.0,236.0,202.0,171.0,29.0,17.0,17.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Matt Ritchie,Bournemouth,37.0,4.0,0.11,1.0,0.0,3.0,0.0,0.0,77.0,17.0,22.08,1.0,2.0,10.0,18.0,6.0,1429.0,38.62,5.0,204.0,-1.0,5.0,0.0,41.0,4.0,54.0,72.0,31.0,48.0,32.0,7.0,202.0,149.0,192.0,19.0,23.0,46.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Moussa Sissoko,Newcastle United,37.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,38.0,12.0,31.58,0.0,3.0,9.0,19.0,7.0,1385.0,37.43,10.0,144.0,-1.0,3.0,0.0,50.0,3.0,54.0,85.0,11.0,35.0,36.0,21.0,225.0,221.0,274.0,83.0,55.0,57.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Glenn Whelan,Stoke City,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,27.27,0.0,0.0,14.0,14.0,1.0,2070.0,55.95,1.0,25.0,-1.0,6.0,0.0,25.0,0.0,71.0,72.0,5.0,73.0,99.0,47.0,286.0,139.0,127.0,10.0,40.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Héctor Bellerín,Arsenal,36.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,20.0,6.0,5.0,1689.0,46.92,9.0,109.0,-1.0,3.0,0.0,19.0,1.0,58.0,81.0,5.0,66.0,85.0,31.0,164.0,166.0,147.0,62.0,39.0,39.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Robert Brady,Norwich City,36.0,3.0,0.08,0.0,1.0,2.0,0.0,0.0,53.0,19.0,35.85,2.0,0.0,9.0,21.0,2.0,1138.0,31.61,7.0,243.0,-1.0,3.0,0.0,41.0,4.0,101.0,78.0,12.0,57.0,89.0,33.0,185.0,211.0,169.0,52.0,42.0,26.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Steve Cook,Bournemouth,36.0,4.0,0.11,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,16.0,0.0,1577.0,43.81,1.0,1.0,-1.0,5.0,0.0,16.0,2.0,33.0,58.0,5.0,84.0,298.0,176.0,162.0,166.0,98.0,3.0,123.0,64.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jonny Howson,Norwich City,36.0,3.0,0.08,1.0,1.0,1.0,0.0,0.0,35.0,9.0,25.71,0.0,0.0,8.0,21.0,4.0,1284.0,35.67,4.0,30.0,-1.0,7.0,0.0,27.0,3.0,76.0,82.0,13.0,42.0,66.0,33.0,188.0,154.0,200.0,28.0,32.0,77.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Shinji Okazaki,Leicester City,36.0,5.0,0.14,1.0,3.0,1.0,0.0,0.0,46.0,12.0,26.09,2.0,7.0,22.0,3.0,0.0,542.0,15.06,2.0,9.0,-1.0,1.0,0.0,31.0,8.0,37.0,-1.0,12.0,15.0,6.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Gylfi Sigurdsson,Swansea City,36.0,11.0,0.31,1.0,9.0,1.0,3.0,2.0,88.0,32.0,36.36,3.0,4.0,11.0,15.0,3.0,1193.0,33.14,7.0,167.0,-1.0,6.0,0.0,26.0,4.0,42.0,74.0,32.0,27.0,15.0,4.0,132.0,93.0,163.0,24.0,5.0,27.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jamie Vardy,Leicester City,36.0,24.0,0.67,2.0,18.0,4.0,5.0,0.0,115.0,53.0,46.09,6.0,22.0,22.0,3.0,6.0,625.0,17.36,11.0,49.0,-1.0,5.0,1.0,42.0,26.0,35.0,-1.0,22.0,18.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ashley Williams,Swansea City,36.0,2.0,0.06,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,15.0,1.0,1883.0,52.31,0.0,3.0,-1.0,8.0,0.0,30.0,2.0,68.0,76.0,2.0,99.0,314.0,159.0,195.0,160.0,99.0,6.0,73.0,53.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Daley Blind,Manchester United,35.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,17.0,10.0,1.0,2029.0,57.97,2.0,125.0,-1.0,2.0,0.0,27.0,0.0,95.0,71.0,2.0,80.0,119.0,56.0,274.0,165.0,123.0,21.0,34.0,55.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Willian,Chelsea,35.0,5.0,0.14,0.0,4.0,1.0,0.0,2.0,60.0,20.0,33.33,0.0,2.0,10.0,11.0,6.0,1500.0,42.86,9.0,233.0,-1.0,5.0,0.0,27.0,3.0,42.0,-1.0,19.0,20.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Craig Cathcart,Watford,35.0,1.0,0.03,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,11.0,15.0,0.0,1032.0,29.49,0.0,3.0,-1.0,3.0,0.0,9.0,0.0,45.0,76.0,2.0,63.0,171.0,87.0,121.0,132.0,67.0,8.0,68.0,42.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Jack Cork,Swansea City,35.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,19.0,6.0,31.58,0.0,1.0,12.0,13.0,2.0,1712.0,48.91,3.0,24.0,-1.0,3.0,0.0,29.0,2.0,77.0,73.0,7.0,83.0,67.0,31.0,199.0,209.0,162.0,32.0,58.0,56.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Scott Dann,Crystal Palace,35.0,5.0,0.14,3.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,11.0,15.0,1.0,1116.0,31.89,0.0,5.0,-1.0,7.0,0.0,20.0,5.0,35.0,69.0,4.0,62.0,179.0,94.0,138.0,170.0,113.0,10.0,115.0,75.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Danny Drinkwater,Leicester City,35.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,41.0,9.0,21.95,0.0,3.0,21.0,2.0,7.0,1984.0,56.69,10.0,47.0,-1.0,3.0,1.0,54.0,0.0,106.0,70.0,11.0,55.0,68.0,41.0,342.0,191.0,203.0,31.0,29.0,44.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Christian Eriksen,Tottenham Hotspur,35.0,6.0,0.17,0.0,5.0,1.0,0.0,2.0,100.0,42.0,42.0,4.0,2.0,18.0,6.0,13.0,1841.0,52.6,13.0,183.0,-1.0,2.0,0.0,13.0,0.0,47.0,87.0,23.0,34.0,25.0,8.0,191.0,116.0,165.0,35.0,17.0,31.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Idrissa Gueye,Aston Villa,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,13.33,0.0,0.0,3.0,24.0,1.0,1869.0,53.4,0.0,15.0,-1.0,10.0,0.0,68.0,1.0,144.0,75.0,10.0,141.0,30.0,11.0,344.0,295.0,199.0,69.0,31.0,27.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Joe Hart,Manchester City,35.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,9.0,0.0,721.0,20.6,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,71.0,0.0,39.0,35.0,2.0,26.0,130.0,221.0
Robert Huth,Leicester City,35.0,3.0,0.09,2.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,21.0,3.0,0.0,810.0,23.14,1.0,0.0,-1.0,8.0,0.0,35.0,3.0,41.0,76.0,4.0,76.0,258.0,109.0,147.0,175.0,114.0,3.0,116.0,67.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
James McClean,West Bromwich Albion,35.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,31.0,9.0,29.03,0.0,0.0,8.0,14.0,2.0,598.0,17.09,3.0,208.0,-1.0,7.0,1.0,36.0,6.0,70.0,69.0,8.0,32.0,53.0,23.0,122.0,203.0,217.0,38.0,58.0,60.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Mesut Özil,Arsenal,35.0,6.0,0.17,0.0,1.0,5.0,0.0,0.0,47.0,20.0,42.55,3.0,8.0,19.0,7.0,19.0,2276.0,65.03,28.0,228.0,-1.0,4.0,0.0,20.0,15.0,35.0,77.0,17.0,22.0,10.0,4.0,147.0,127.0,171.0,46.0,4.0,15.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Erik Pieters,Stoke City,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,13.0,13.0,1.0,1504.0,42.97,3.0,103.0,-1.0,10.0,0.0,58.0,0.0,116.0,78.0,2.0,95.0,93.0,36.0,200.0,219.0,159.0,8.0,47.0,44.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Nathan Redmond,Norwich City,35.0,6.0,0.17,0.0,6.0,0.0,0.0,0.0,54.0,17.0,31.48,5.0,3.0,7.0,21.0,3.0,974.0,27.83,4.0,123.0,-1.0,0.0,0.0,29.0,6.0,31.0,81.0,16.0,15.0,10.0,5.0,114.0,126.0,182.0,59.0,7.0,32.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Chris Smalling,Manchester United,35.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,17.0,9.0,1.0,1533.0,43.8,1.0,0.0,-1.0,8.0,0.0,47.0,1.0,55.0,71.0,7.0,97.0,180.0,91.0,194.0,203.0,137.0,12.0,124.0,70.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Ben Watson,Watford,35.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,17.0,4.0,23.53,2.0,0.0,12.0,15.0,0.0,1436.0,41.03,3.0,123.0,-1.0,4.0,0.0,36.0,0.0,71.0,80.0,8.0,88.0,62.0,18.0,180.0,131.0,153.0,4.0,41.0,33.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Marko Arnautovic,Stoke City,34.0,11.0,0.32,0.0,9.0,1.0,3.0,0.0,70.0,22.0,31.43,4.0,10.0,13.0,12.0,6.0,1081.0,31.79,11.0,56.0,-1.0,2.0,0.0,49.0,32.0,53.0,-1.0,12.0,28.0,14.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
André Ayew,Swansea City,34.0,12.0,0.35,4.0,1.0,7.0,0.0,1.0,67.0,27.0,40.3,2.0,7.0,11.0,14.0,2.0,1056.0,31.06,3.0,23.0,-1.0,5.0,0.0,35.0,9.0,55.0,-1.0,13.0,23.0,13.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Petr Cech,Arsenal,34.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,7.0,0.0,853.0,25.09,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,101.0,0.0,19.0,39.0,10.0,33.0,175.0,248.0
Steven Davis,Southampton,34.0,5.0,0.15,0.0,5.0,0.0,0.0,0.0,20.0,9.0,45.0,0.0,0.0,15.0,11.0,3.0,1505.0,44.26,5.0,122.0,-1.0,4.0,0.0,19.0,5.0,56.0,80.0,5.0,42.0,38.0,17.0,216.0,106.0,148.0,20.0,12.0,38.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
